Date,Store,Store_Type,Product,Category,Price,Cost_Price,Discount,Holiday,Weekend,Day_of_Week,Month,Season,Temperature,Rainfall_mm,Promotion,Competitor_Price,Inventory,Previous_Week_Sales,Previous_Month_Sales,Demand,Units_Sold,Revenue,Profit,Stockout
2024-01-18,West Point,Urban,Instant Noodles,Groceries,17.76,11.77,3.0,No,No,Thursday,1,Winter,25.6,45.2,None,17.86,181,178,692,180,180,3196.8,1078.2,No
2025-10-22,Suburban Branch,Suburban,Bedsheet,Home & Kitchen,953.66,632.53,22.0,No,No,Wednesday,10,Post-Monsoon,29.8,110.5,High,1364.41,76,37,118,34,34,32424.44,10918.42,No
2024-11-11,Airport Kiosk,Transit,Face Wash,Health & Personal Care,253.14,148.37,12.0,No,No,Monday,11,Post-Monsoon,30.1,64.6,Medium,273.11,71,42,184,53,53,13416.42,5552.81,No
2024-03-25,Grand Bazaar,Market,Water Bottle,Home & Kitchen,453.78,217.02,5.0,No,No,Monday,3,Summer,34.4,12.8,Low,505.49,46,50,202,52,46,20873.88,10890.96,Yes
2024-07-24,Grand Bazaar,Market,Mineral Water 1L,Beverages,22.45,12.33,0.0,No,No,Wednesday,7,Monsoon,26.6,100.9,None,23.35,240,173,813,194,194,4355.3,1963.28,No
2025-06-23,East Market,Market,Mixer Grinder,Home & Kitchen,2934.92,2223.68,10.0,No,No,Monday,6,Monsoon,36.5,171.9,None,3268.82,38,19,61,20,20,58698.4,14224.8,No
2024-12-23,City Center,Urban,Vitamins,Health & Personal Care,374.89,296.25,25.0,Yes,No,Monday,12,Winter,26.2,11.1,High,473.09,95,106,428,105,95,35614.55,7470.8,Yes
2024-07-10,Suburban Branch,Suburban,Mineral Water 1L,Beverages,23.76,11.71,0.0,No,No,Wednesday,7,Monsoon,28.0,129.9,None,22.75,99,127,333,106,99,2352.24,1192.95,Yes
2025-10-19,Central Hyper,Hypermarket,Electric Kettle,Home & Kitchen,1444.09,945.38,0.0,No,Yes,Sunday,10,Post-Monsoon,28.3,95.7,None,1379.08,21,37,136,32,21,30325.89,10472.91,Yes
2024-07-16,East Market,Market,Shampoo,Health & Personal Care,404.15,239.88,0.0,No,No,Tuesday,7,Monsoon,26.9,110.3,None,412.62,61,45,181,50,50,20207.5,8213.5,No
2026-01-04,Railway Kiosk,Transit,Jacket,Clothing,2465.83,1606.88,8.0,No,Yes,Sunday,1,Winter,23.2,0,Low,2664.2,50,11,44,18,18,44384.94,15461.1,No
2025-06-13,University Outlet,Campus,Vitamins,Health & Personal Care,358.79,298.34,22.0,No,No,Friday,6,Monsoon,34.8,42.4,High,477.89,73,52,173,53,53,19015.87,3203.85,No
2024-05-21,West Point,Urban,Electric Kettle,Home & Kitchen,1430.9,909.4,0.0,No,No,Tuesday,5,Summer,36.8,0,None,1398.86,45,24,97,25,25,35772.5,13037.5,No
2024-04-14,University Outlet,Campus,Energy Drink,Beverages,104.43,74.07,13.0,No,Yes,Sunday,4,Summer,34.8,15.7,Low,114.21,96,112,398,100,96,10025.28,2914.56,Yes
2024-10-16,Railway Kiosk,Transit,Protein Powder,Health & Personal Care,2460.89,1709.05,0.0,No,No,Wednesday,10,Post-Monsoon,28.6,0,None,2268.4,10,10,35,9,9,22148.01,6766.56,No
2025-12-13,Grand Bazaar,Market,Tablet,Electronics,17329.2,13830.37,8.0,No,Yes,Saturday,12,Winter,25.4,15.4,None,18456.36,34,28,118,25,25,433230.0,87470.75,No
2025-09-09,Mall Outlet,Mall,Sugar 1kg,Groceries,48.76,42.98,12.0,No,No,Tuesday,9,Monsoon,34.9,67.0,Medium,59.52,243,176,726,162,162,7899.12,936.36,No
2025-05-23,Railway Kiosk,Transit,Headphones,Electronics,2608.64,1708.68,5.0,No,No,Friday,5,Summer,35.7,55.6,Low,2780.27,56,31,177,45,45,117388.8,40498.2,No
2024-12-26,Downtown Store,Urban,Fruit Juice 1L,Beverages,99.91,84.49,17.0,No,No,Thursday,12,Winter,26.9,14.7,Medium,120.85,113,120,440,128,113,11289.83,1742.46,Yes
2024-05-22,Railway Kiosk,Transit,Cleaning Liquid,Home & Kitchen,143.99,81.65,5.0,No,No,Wednesday,5,Summer,37.2,0,None,158.76,90,68,255,54,54,7775.46,3366.36,No
2024-11-29,Grand Bazaar,Market,Smartwatch,Electronics,6256.31,5586.18,27.0,No,No,Friday,11,Post-Monsoon,25.5,54.8,High,8784.97,72,54,292,59,59,369122.29,39537.67,No
2025-07-09,Grand Bazaar,Market,Protein Powder,Health & Personal Care,2203.89,1669.12,5.0,No,No,Wednesday,7,Monsoon,28.1,102.6,None,2581.48,57,28,129,25,25,55097.25,13369.25,No
2025-09-04,Suburban Branch,Suburban,T-Shirt,Clothing,634.45,324.55,0.0,No,No,Thursday,9,Monsoon,21.2,148.6,None,684.36,46,21,111,32,32,20302.4,9916.8,No
2024-09-19,Central Hyper,Hypermarket,Laptop,Electronics,50506.34,51661.92,27.0,No,No,Thursday,9,Monsoon,30.9,119.1,High,71634.08,20,11,103,20,20,1010126.8,0,No
2024-03-13,Suburban Branch,Suburban,Jeans,Clothing,1429.6,794.52,8.0,No,No,Wednesday,3,Summer,37.8,54.0,None,1678.03,54,29,159,32,32,45747.2,20322.56,No
2024-09-13,Railway Kiosk,Transit,T-Shirt,Clothing,646.38,311.14,5.0,No,No,Friday,9,Monsoon,30.7,124.4,None,664.95,27,32,123,27,27,17452.26,9051.48,No
2024-08-18,Central Hyper,Hypermarket,Cooking Oil 1L,Groceries,172.95,156.79,10.0,No,Yes,Sunday,8,Monsoon,30.4,43.9,Low,208.5,176,153,618,159,159,27499.05,2569.44,No
2024-11-21,South Plaza,Mall,Electric Kettle,Home & Kitchen,1376.23,928.53,10.0,Yes,No,Thursday,11,Post-Monsoon,30.1,50.5,None,1687.4,32,31,76,29,29,39910.67,12983.3,No
2025-10-28,West Point,Urban,Moisturizer,Health & Personal Care,345.56,189.18,0.0,No,No,Tuesday,10,Post-Monsoon,27.7,125.1,None,345.57,37,34,98,37,37,12785.72,5786.06,No
2024-02-23,City Center,Urban,Fruit Juice 1L,Beverages,115.02,86.93,12.0,No,No,Friday,2,Winter,25.1,0,Medium,129.49,242,156,678,151,151,17368.02,4241.59,No
2024-12-30,Central Hyper,Hypermarket,Shoes,Clothing,3186.35,1890.89,8.0,No,No,Monday,12,Winter,24.1,17.1,None,3734.36,65,43,130,37,37,117894.95,47932.02,No
2026-04-10,Railway Kiosk,Transit,Frying Pan,Home & Kitchen,869.64,527.36,10.0,No,No,Friday,4,Summer,33.4,15.5,None,975.47,12,14,52,22,12,10435.68,4107.36,Yes
2025-10-21,Downtown Store,Urban,Formal Shirt,Clothing,1256.63,613.12,0.0,No,No,Tuesday,10,Post-Monsoon,33.1,195.4,None,1380.46,34,42,127,42,34,42725.42,21879.34,Yes
2024-02-17,Riverside Branch,Suburban,Sugar 1kg,Groceries,51.45,43.45,8.0,No,Yes,Saturday,2,Winter,22.8,21.0,None,52.8,153,139,583,130,130,6688.5,1040.0,No
2024-07-15,Riverside Branch,Suburban,Shoes,Clothing,2496.69,1827.96,22.0,No,No,Monday,7,Monsoon,25.0,43.9,High,2951.21,65,30,123,33,33,82390.77,22068.09,No
2025-03-08,Suburban Branch,Suburban,Vitamins,Health & Personal Care,430.58,292.79,8.0,No,Yes,Saturday,3,Summer,30.2,27.9,None,450.47,43,31,145,38,38,16362.04,5236.02,No
2024-07-24,East Market,Market,Toothpaste,Health & Personal Care,113.42,72.1,12.0,No,No,Wednesday,7,Monsoon,30.6,0,Medium,120.75,89,59,317,68,68,7712.56,2809.76,No
2025-10-05,City Center,Urban,Bedsheet,Home & Kitchen,1267.4,617.77,0.0,No,Yes,Sunday,10,Post-Monsoon,28.3,92.2,None,1418.45,29,31,150,29,29,36754.6,18839.27,No
2026-01-28,Central Hyper,Hypermarket,Eggs 12 Pack,Groceries,88.35,67.76,0.0,No,No,Wednesday,1,Winter,28.7,10.3,None,94.91,238,124,633,143,143,12634.05,2944.37,No
2025-01-22,Tech Park Store,Business,Electric Kettle,Home & Kitchen,1489.9,900.16,0.0,No,No,Wednesday,1,Winter,25.2,13.9,None,1392.33,33,16,88,26,26,38737.4,15333.24,No
2026-02-22,Mall Outlet,Mall,Tablet,Electronics,17970.01,14574.93,10.0,No,Yes,Sunday,2,Winter,29.9,0,None,18720.54,20,16,66,20,20,359400.2,67901.6,No
2024-05-14,Downtown Store,Urban,Buttermilk,Beverages,26.71,17.45,5.0,No,No,Tuesday,5,Summer,35.5,24.3,Low,30.39,416,249,989,258,258,6891.18,2389.08,No
2024-01-03,Mall Outlet,Mall,Smartwatch,Electronics,7229.82,5924.69,12.0,No,No,Wednesday,1,Winter,25.5,15.4,Medium,7835.96,39,21,137,26,26,187975.32,33933.38,No
2025-04-23,Suburban Branch,Suburban,Storage Box,Home & Kitchen,355.66,188.5,8.0,No,No,Wednesday,4,Summer,34.5,58.1,Low,379.68,38,43,191,39,38,13515.08,6352.08,Yes
2024-05-06,University Outlet,Campus,Face Wash,Health & Personal Care,278.27,153.16,0.0,No,No,Monday,5,Summer,37.0,0,None,277.47,65,28,178,41,41,11409.07,5129.51,No
2024-07-28,East Market,Market,Shoes,Clothing,3178.74,1822.73,3.0,No,Yes,Sunday,7,Monsoon,30.0,14.4,None,3298.7,17,17,91,19,17,54038.58,23052.17,Yes
2024-10-27,University Outlet,Campus,Wheat Flour 5kg,Groceries,245.57,229.1,12.0,No,Yes,Sunday,10,Post-Monsoon,33.4,69.9,Medium,262.59,148,93,366,105,105,25784.85,1729.35,No
2026-06-13,City Center,Urban,Bread,Groceries,36.71,32.1,22.0,No,Yes,Saturday,6,Monsoon,27.2,0,High,52.26,275,381,1420,360,275,10095.25,1267.75,Yes
2026-04-19,South Plaza,Mall,Moisturizer,Health & Personal Care,273.52,187.58,22.0,No,Yes,Sunday,4,Summer,39.4,0,High,358.25,100,74,307,88,88,24069.76,7562.72,No
2026-02-24,Grand Bazaar,Market,Track Pants,Clothing,875.35,446.31,3.0,No,No,Tuesday,2,Winter,27.7,7.6,None,844.83,43,25,131,28,28,24509.8,12013.12,No
2024-10-06,Riverside Branch,Suburban,Cooking Oil 1L,Groceries,175.48,155.07,10.0,No,Yes,Sunday,10,Post-Monsoon,29.4,71.2,Low,200.41,93,102,409,98,93,16319.64,1898.13,Yes
2025-11-12,City Center,Urban,Frying Pan,Home & Kitchen,879.42,524.09,3.0,No,No,Wednesday,11,Post-Monsoon,28.8,57.1,None,989.7,38,21,104,21,21,18467.82,7461.93,No
2025-11-03,Central Hyper,Hypermarket,Power Bank,Electronics,1753.39,958.03,5.0,No,No,Monday,11,Post-Monsoon,29.6,33.3,Low,2023.06,157,85,386,91,91,159558.49,72377.76,No
2025-06-01,Downtown Store,Urban,Vitamins,Health & Personal Care,475.55,293.7,5.0,No,Yes,Sunday,6,Monsoon,26.5,106.3,Low,485.97,74,26,130,37,37,17595.35,6728.45,No
2026-03-19,Riverside Branch,Suburban,Bluetooth Speaker,Electronics,2733.15,1904.89,10.0,No,No,Thursday,3,Summer,41.3,32.2,None,2891.59,60,46,150,40,40,109326.0,33130.4,No
2026-01-25,Downtown Store,Urban,Shoes,Clothing,2818.35,1915.84,10.0,Yes,Yes,Sunday,1,Winter,24.6,13.6,None,2889.93,23,26,101,22,22,62003.7,19855.22,No
2025-05-22,East Market,Market,Cooking Oil 1L,Groceries,176.74,151.95,8.0,No,No,Thursday,5,Summer,42.4,17.4,None,214.18,143,127,580,130,130,22976.2,3222.7,No
2025-03-01,Railway Kiosk,Transit,Mixer Grinder,Home & Kitchen,2378.22,2276.66,30.0,No,Yes,Saturday,3,Summer,36.3,24.0,High,3561.86,47,24,78,22,22,52320.84,2234.32,No
2026-03-17,Tech Park Store,Business,Electric Kettle,Home & Kitchen,1376.57,924.67,0.0,No,No,Tuesday,3,Summer,40.3,2.2,None,1316.03,51,15,64,21,21,28907.97,9489.9,No
2025-01-14,South Plaza,Mall,Frying Pan,Home & Kitchen,841.47,537.51,8.0,No,No,Tuesday,1,Winter,23.0,0,None,851.74,43,22,104,23,23,19353.81,6991.08,No
2024-09-17,East Market,Market,Mixer Grinder,Home & Kitchen,2788.96,2301.95,10.0,No,No,Tuesday,9,Monsoon,30.2,57.2,Low,3158.09,11,19,80,16,11,30678.56,5357.11,Yes
2026-03-04,Railway Kiosk,Transit,Tea 250g,Beverages,204.19,135.57,0.0,No,No,Wednesday,3,Summer,38.2,60.5,None,200.71,81,52,225,54,54,11026.26,3705.48,No
2025-03-29,Grand Bazaar,Market,Rice 5kg,Groceries,311.03,343.93,22.0,No,Yes,Saturday,3,Summer,37.2,3.0,Medium,404.84,236,211,1070,232,232,72158.96,0,No
2026-01-27,Suburban Branch,Suburban,Protein Powder,Health & Personal Care,1692.87,1723.46,30.0,No,No,Tuesday,1,Winter,24.8,8.4,High,2619.24,43,35,139,24,24,40628.88,0,No
2025-12-08,Central Hyper,Hypermarket,Wheat Flour 5kg,Groceries,252.85,236.8,10.0,Yes,No,Monday,12,Winter,21.6,3.7,None,272.61,148,173,635,176,148,37421.8,2375.4,Yes
2024-10-23,East Market,Market,Vitamins,Health & Personal Care,462.46,296.94,0.0,No,No,Wednesday,10,Post-Monsoon,25.5,0,None,453.56,47,33,102,31,31,14336.26,5131.12,No
2024-12-28,North Hub,Suburban,Cold Coffee,Beverages,64.07,51.01,27.0,No,Yes,Saturday,12,Winter,25.8,0,High,91.52,229,181,753,166,166,10635.62,2167.96,No
2024-11-10,City Center,Urban,Bedsheet,Home & Kitchen,1206.83,609.88,0.0,No,Yes,Sunday,11,Post-Monsoon,30.4,103.5,None,1301.61,53,19,66,28,28,33791.24,16714.6,No
2025-03-08,Central Hyper,Hypermarket,Headphones,Electronics,2781.55,1673.81,0.0,No,Yes,Saturday,3,Summer,30.7,48.6,None,2727.34,97,65,212,64,64,178019.2,70895.36,No
2026-06-03,South Plaza,Mall,Shoes,Clothing,3306.57,1905.32,0.0,No,No,Wednesday,6,Monsoon,30.8,127.3,None,3241.79,22,33,91,24,22,72744.54,30827.5,Yes
2025-08-13,North Hub,Suburban,Smartphone,Electronics,24448.03,19519.47,5.0,No,No,Wednesday,8,Monsoon,31.4,95.3,Low,26208.4,35,19,63,17,17,415616.51,83785.52,No
2026-02-06,West Point,Urban,Coffee 200g,Beverages,334.75,274.51,5.0,No,No,Friday,2,Winter,25.4,13.5,Low,366.21,119,70,233,66,66,22093.5,3975.84,No
2025-05-22,Suburban Branch,Suburban,Shoes,Clothing,3265.75,1862.97,8.0,No,No,Thursday,5,Summer,36.1,52.9,None,3646.91,30,19,84,15,15,48986.25,21041.7,No
2025-08-26,West Point,Urban,Bread,Groceries,40.07,32.0,17.0,No,No,Tuesday,8,Monsoon,27.9,137.8,Medium,51.98,194,160,656,186,186,7453.02,1501.02,No
2024-01-30,City Center,Urban,Jacket,Clothing,1971.9,1623.07,27.0,No,No,Tuesday,1,Winter,25.8,41.1,High,2852.75,42,31,100,27,27,53241.3,9418.41,No
2024-05-15,Mall Outlet,Mall,Bread,Groceries,44.49,31.68,0.0,No,No,Wednesday,5,Summer,33.5,0,None,42.18,174,163,514,153,153,6806.97,1959.93,No
2025-08-14,East Market,Market,Hoodie,Clothing,1661.29,903.88,0.0,Yes,No,Thursday,8,Monsoon,33.0,166.5,None,1683.96,66,16,97,29,29,48177.41,21964.89,No
2024-06-25,Airport Kiosk,Transit,Vitamins,Health & Personal Care,474.09,288.04,0.0,No,No,Tuesday,6,Monsoon,28.7,199.2,None,463.74,48,17,121,24,24,11378.16,4465.2,No
2025-09-26,Airport Kiosk,Transit,Keyboard,Electronics,1215.78,833.29,22.0,No,No,Friday,9,Monsoon,33.2,80.8,Medium,1728.79,59,36,128,38,38,46199.64,14534.62,No
2024-10-29,South Plaza,Mall,Track Pants,Clothing,807.52,448.84,5.0,No,No,Tuesday,10,Post-Monsoon,28.1,69.6,Low,821.76,46,31,80,31,31,25033.12,11119.08,No
2025-09-08,Airport Kiosk,Transit,Protein Powder,Health & Personal Care,2035.96,1628.15,8.0,No,No,Monday,9,Monsoon,27.8,160.1,None,2334.12,34,14,44,8,8,16287.68,3262.48,No
2024-08-05,Railway Kiosk,Transit,Frying Pan,Home & Kitchen,909.94,532.32,3.0,No,No,Monday,8,Monsoon,28.2,69.5,None,923.88,33,12,27,16,16,14559.04,6041.92,No
2024-03-23,University Outlet,Campus,Soap Pack,Health & Personal Care,156.53,93.47,0.0,No,Yes,Saturday,3,Summer,35.8,61.6,None,161.14,142,91,353,94,94,14713.82,5927.64,No
2024-10-15,Central Hyper,Hypermarket,Laptop,Electronics,54078.34,50751.94,17.0,No,No,Tuesday,10,Post-Monsoon,26.8,0,Medium,64221.15,23,26,86,20,20,1081566.8,66528.0,No
2026-02-15,East Market,Market,Energy Drink,Beverages,121.49,70.17,0.0,No,Yes,Sunday,2,Winter,26.5,5.2,None,125.19,125,115,311,95,95,11541.55,4875.4,No
2024-08-12,East Market,Market,Smartphone,Electronics,24690.32,19273.21,0.0,No,No,Monday,8,Monsoon,33.8,44.9,None,25415.76,27,9,81,17,17,419735.44,92090.87,No
2025-07-19,West Point,Urban,Hoodie,Clothing,1465.1,862.4,20.0,No,Yes,Saturday,7,Monsoon,32.3,14.7,Medium,1855.94,48,25,111,27,27,39557.7,16272.9,No
2026-06-14,Downtown Store,Urban,Wheat Flour 5kg,Groceries,264.21,224.25,13.0,No,Yes,Sunday,6,Monsoon,29.2,143.1,Low,310.22,168,138,704,155,155,40952.55,6193.8,No
2025-08-24,South Plaza,Mall,Hand Sanitizer,Health & Personal Care,86.86,48.27,8.0,No,Yes,Sunday,8,Monsoon,30.0,57.1,None,100.51,66,83,350,75,66,5732.76,2546.94,Yes
2024-12-15,Railway Kiosk,Transit,Hoodie,Clothing,1708.73,896.46,0.0,No,Yes,Sunday,12,Winter,25.3,0,None,1747.39,35,17,59,16,16,27339.68,12996.32,No
2025-12-30,Grand Bazaar,Market,Tablet,Electronics,19247.83,13990.61,3.0,No,No,Tuesday,12,Winter,25.4,10.4,None,18839.27,54,21,101,25,25,481195.75,131430.5,No
2025-06-14,North Hub,Suburban,Hoodie,Clothing,1740.45,903.2,5.0,No,Yes,Saturday,6,Monsoon,25.8,0,Low,1876.29,42,15,100,17,17,29587.65,14233.25,No
2024-12-16,West Point,Urban,Sugar 1kg,Groceries,51.56,41.78,0.0,No,No,Monday,12,Winter,22.0,1.2,None,55.78,135,120,435,113,113,5826.28,1105.14,No
2025-03-14,Tech Park Store,Business,Shampoo,Health & Personal Care,400.74,228.93,0.0,No,No,Friday,3,Summer,31.7,7.5,None,405.76,95,45,198,50,50,20037.0,8590.5,No
2025-04-02,Downtown Store,Urban,Soft Drink 750ml,Beverages,42.44,32.15,13.0,No,No,Wednesday,4,Summer,30.0,0,Low,50.52,286,216,852,211,211,8954.84,2171.19,No
2024-02-19,Riverside Branch,Suburban,Face Wash,Health & Personal Care,250.47,155.67,10.0,No,No,Monday,2,Winter,22.1,0,None,299.11,97,59,247,60,60,15028.2,5688.0,No
2024-01-21,Central Hyper,Hypermarket,Smartwatch,Electronics,7608.96,5745.84,15.0,No,Yes,Sunday,1,Winter,23.8,0,Low,9611.27,85,50,206,52,52,395665.92,96882.24,No
2025-05-19,West Point,Urban,Storage Box,Home & Kitchen,336.49,189.67,8.0,No,No,Monday,5,Summer,38.6,34.1,Low,361.94,55,36,127,45,45,15142.05,6606.9,No
2024-03-18,Riverside Branch,Suburban,Eggs 12 Pack,Groceries,73.38,66.49,15.0,No,No,Monday,3,Summer,36.9,97.4,Low,94.37,162,167,587,154,154,11300.52,1061.06,No
2024-12-05,Airport Kiosk,Transit,T-Shirt,Clothing,566.01,317.89,8.0,No,No,Thursday,12,Winter,27.3,0,Low,594.33,47,23,119,27,27,15282.27,6699.24,No
2024-06-10,North Hub,Suburban,Coffee 200g,Beverages,384.65,263.11,0.0,No,No,Monday,6,Monsoon,23.4,40.6,None,398.19,58,35,139,38,38,14616.7,4618.52,No
2026-01-27,City Center,Urban,Cold Coffee,Beverages,64.62,51.73,22.0,Yes,No,Tuesday,1,Winter,25.4,34.7,High,82.01,234,244,1024,259,234,15121.08,3016.26,Yes
2024-08-30,Mall Outlet,Mall,Jeans,Clothing,1076.09,793.41,22.0,No,No,Friday,8,Monsoon,27.1,80.6,Medium,1359.28,50,48,161,39,39,41967.51,11024.52,No
2025-01-18,South Plaza,Mall,Hoodie,Clothing,1648.81,859.95,0.0,No,Yes,Saturday,1,Winter,25.5,38.3,None,1739.75,50,27,36,30,30,49464.3,23665.8,No
2025-09-05,West Point,Urban,Hand Sanitizer,Health & Personal Care,94.71,47.86,0.0,No,No,Friday,9,Monsoon,26.9,126.3,None,87.88,78,41,192,47,47,4451.37,2201.95,No
2024-01-22,Downtown Store,Urban,Storage Box,Home & Kitchen,359.4,187.22,5.0,No,No,Monday,1,Winter,25.4,40.8,Low,384.41,64,41,146,43,43,15454.2,7403.74,No
2025-04-23,Airport Kiosk,Transit,Tablet,Electronics,20061.85,14218.55,0.0,No,No,Wednesday,4,Summer,34.4,8.7,None,22172.86,6,8,64,9,6,120371.1,35059.8,Yes
2025-02-07,South Plaza,Mall,Face Wash,Health & Personal Care,234.48,157.04,12.0,No,No,Friday,2,Winter,21.1,0,Medium,272.86,120,85,289,75,75,17586.0,5808.0,No
2024-02-14,Railway Kiosk,Transit,Shampoo,Health & Personal Care,347.53,238.83,10.0,No,No,Wednesday,2,Winter,25.1,13.8,Low,384.64,97,58,225,53,53,18419.09,5761.1,No
2024-09-17,Central Hyper,Hypermarket,Electric Kettle,Home & Kitchen,1339.26,954.88,8.0,No,No,Tuesday,9,Monsoon,28.7,43.9,None,1372.92,22,29,139,25,22,29463.72,8456.36,Yes
2024-06-01,Downtown Store,Urban,Rice 5kg,Groceries,385.37,336.02,15.0,No,Yes,Saturday,6,Monsoon,28.8,74.7,Medium,422.05,210,178,895,189,189,72834.93,9327.15,No
2025-08-07,South Plaza,Mall,Formal Shirt,Clothing,1186.63,592.06,8.0,No,No,Thursday,8,Monsoon,33.0,49.7,None,1274.74,50,31,122,34,34,40345.42,20215.38,No
2025-07-30,City Center,Urban,Electric Kettle,Home & Kitchen,1551.75,916.01,0.0,No,No,Wednesday,7,Monsoon,29.8,42.6,None,1553.77,30,22,91,24,24,37242.0,15257.76,No
2026-05-14,Railway Kiosk,Transit,Coffee 200g,Beverages,379.76,274.8,0.0,Yes,No,Thursday,5,Summer,36.5,37.3,None,413.41,80,69,323,64,64,24304.64,6717.44,No
2025-05-30,Suburban Branch,Suburban,Soft Drink 750ml,Beverages,42.19,31.12,8.0,No,No,Friday,5,Summer,36.9,12.8,Low,47.92,308,206,671,206,206,8691.14,2280.42,No
2024-04-03,Tech Park Store,Business,Wheat Flour 5kg,Groceries,264.85,227.46,12.0,No,No,Wednesday,4,Summer,28.6,47.3,Medium,309.46,119,114,407,105,105,27809.25,3925.95,No
2026-01-13,East Market,Market,Tea 250g,Beverages,179.74,137.15,0.0,No,No,Tuesday,1,Winter,26.2,11.6,None,186.28,59,59,194,55,55,9885.7,2342.45,No
2025-02-05,Tech Park Store,Business,Bluetooth Speaker,Electronics,2774.97,1880.78,17.0,No,No,Wednesday,2,Winter,21.9,32.9,Medium,3433.42,41,40,129,41,41,113773.77,36661.79,No
2025-04-06,Tech Park Store,Business,Smartphone,Electronics,24423.15,19993.25,5.0,No,Yes,Sunday,4,Summer,37.7,13.2,Low,24210.08,12,15,98,17,12,293077.8,53158.8,Yes
2025-05-17,Riverside Branch,Suburban,Cooking Oil 1L,Groceries,165.97,146.71,15.0,No,Yes,Saturday,5,Summer,35.5,12.8,Medium,184.17,168,121,369,119,119,19750.43,2291.94,No
2025-07-21,City Center,Urban,Buttermilk,Beverages,29.28,16.98,0.0,No,No,Monday,7,Monsoon,24.7,20.3,None,29.06,197,165,824,187,187,5475.36,2300.1,No
2025-01-15,East Market,Market,Hand Sanitizer,Health & Personal Care,90.56,49.8,0.0,No,No,Wednesday,1,Winter,24.1,10.3,None,86.25,75,31,175,44,44,3984.64,1793.44,No
2025-06-06,University Outlet,Campus,Smartphone,Electronics,25301.72,19435.46,5.0,No,No,Friday,6,Monsoon,30.0,38.2,None,24650.07,37,14,57,16,16,404827.52,93860.16,No
2024-07-06,East Market,Market,Bread,Groceries,36.22,31.65,15.0,No,Yes,Saturday,7,Monsoon,26.4,163.8,Medium,43.87,254,186,901,205,205,7425.1,936.85,No
2025-09-13,East Market,Market,Jacket,Clothing,2670.06,1580.87,5.0,No,Yes,Saturday,9,Monsoon,29.2,88.2,Low,2753.16,5,7,19,6,5,13350.3,5445.95,Yes
2024-12-27,East Market,Market,Cleaning Liquid,Home & Kitchen,140.07,80.22,5.0,No,No,Friday,12,Winter,28.2,1.1,None,156.36,66,58,215,66,66,9244.62,3950.1,No
2025-01-20,City Center,Urban,Jacket,Clothing,2728.65,1574.16,0.0,No,No,Monday,1,Winter,23.0,0,None,2703.05,39,25,54,24,24,65487.6,27707.76,No
2025-08-28,Railway Kiosk,Transit,Mixer Grinder,Home & Kitchen,3234.24,2269.87,0.0,No,No,Thursday,8,Monsoon,33.1,161.6,None,3135.21,26,5,41,3,3,9702.72,2893.11,No
2024-08-14,East Market,Market,Storage Box,Home & Kitchen,370.34,195.08,5.0,No,No,Wednesday,8,Monsoon,27.1,160.3,None,411.4,19,36,122,32,19,7036.46,3329.94,Yes
2024-09-11,Airport Kiosk,Transit,Wheat Flour 5kg,Groceries,296.91,226.76,0.0,No,No,Wednesday,9,Monsoon,31.0,92.5,None,284.04,52,57,194,53,52,15439.32,3647.8,Yes
2024-08-31,Tech Park Store,Business,Bread,Groceries,34.97,32.03,25.0,No,Yes,Saturday,8,Monsoon,33.9,92.0,High,50.23,323,183,691,191,191,6679.27,561.54,No
2024-02-15,Riverside Branch,Suburban,Hoodie,Clothing,1439.04,876.41,17.0,No,No,Thursday,2,Winter,28.2,0,Medium,1703.2,27,27,136,28,27,38854.08,15191.01,Yes
2025-07-05,North Hub,Suburban,Keyboard,Electronics,1426.27,838.28,12.0,No,Yes,Saturday,7,Monsoon,32.7,94.5,Medium,1522.7,60,39,171,38,38,54198.26,22343.62,No
2025-06-28,Tech Park Store,Business,Smartwatch,Electronics,7745.86,5604.05,5.0,No,Yes,Saturday,6,Monsoon,28.3,108.9,Low,7877.17,39,31,109,23,23,178154.78,49261.63,No
2024-03-10,Riverside Branch,Suburban,Vitamins,Health & Personal Care,508.93,285.78,0.0,No,Yes,Sunday,3,Summer,36.1,0,None,478.72,49,44,146,45,45,22901.85,10041.75,No
2025-05-17,West Point,Urban,Laptop,Electronics,63667.13,50657.41,0.0,No,Yes,Saturday,5,Summer,37.0,7.3,None,60409.54,5,2,45,5,5,318335.65,65048.6,No
2025-07-22,Suburban Branch,Suburban,Jeans,Clothing,1286.45,819.59,12.0,No,No,Tuesday,7,Monsoon,32.3,29.3,Medium,1635.19,22,28,120,26,22,28301.9,10270.92,Yes
2025-05-28,Downtown Store,Urban,Instant Noodles,Groceries,16.71,12.25,5.0,No,No,Wednesday,5,Summer,36.2,23.0,Low,16.28,189,202,707,189,189,3158.19,842.94,No
2024-05-29,South Plaza,Mall,Bread,Groceries,37.48,30.55,13.0,No,No,Wednesday,5,Summer,33.5,17.8,Low,45.3,202,146,809,179,179,6708.92,1240.47,No
2024-01-13,East Market,Market,Tablet,Electronics,16133.06,14507.91,10.0,No,Yes,Saturday,1,Winter,23.0,7.4,Low,19663.86,52,20,130,23,23,371060.38,37378.45,No
2025-01-23,Railway Kiosk,Transit,Hand Sanitizer,Health & Personal Care,89.34,48.51,10.0,No,No,Thursday,1,Winter,27.3,2.3,None,99.81,54,51,199,49,49,4377.66,2000.67,No
